#method z1 z2 distance energy
CCSD 3.4 10.6 1.8 -156.89060644298
HF 3.4 10.6 2.0 -156.60296637025
MP2 3.4 10.6 2.0 -156.88306404111
CCSD 3.4 10.6 2.0 -156.90137467366
HF 3.4 10.6 2.2 -156.61279229511
MP2 3.4 10.6 2.2 -156.89153361738
CCSD 3.4 10.6 2.2 -156.90967648979
HF 3.4 10.6 2.4 -156.62075067182
MP2 3.4 10.6 2.4 -156.89821012131
CCSD 3.4 10.6 2.4 -156.91627280008
HF 3.4 10.6 2.6 -156.62587778537
MP2 3.4 10.6 2.6 -156.90219521712
CCSD 3.4 10.6 2.6 -156.92024357246
HF 3.4 10.6 2.8 -156.62764338751
MP2 3.4 10.6 2.8 -156.90296433330
CCSD 3.4 10.6 2.8 -156.92104182129
HF 3.4 10.6 3.0 -156.62697010441
MP2 3.4 10.6 3.0 -156.90143845073
CCSD 3.4 10.6 3.0 -156.91957078268
HF 3.4 10.6 3.2 -156.62508283323
MP2 3.4 10.6 3.2 -156.89883915817
CCSD 3.4 10.6 3.2 -156.91703887516
HF 3.4 10.6 3.4 -156.62276657300
MP2 3.4 10.6 3.4 -156.89594038214
CCSD 3.4 10.6 3.4 -156.91421109946
HF 3.4 10.6 3.6 -156.62035764620
MP2 3.4 10.6 3.6 -156.89306093492
CCSD 3.4 10.6 3.6 -156.91140091818
HF 3.4 10.6 3.8 -156.61793874548
MP2 3.4 10.6 3.8 -156.89026412522
CCSD 3.4 10.6 3.8 -156.90866905935
HF 3.4 10.6 4.0 -156.61549864153
MP2 3.4 10.6 4.0 -156.88752083907
CCSD 3.4 10.6 4.0 -156.90598583398
HF 3.4 10.6 4.2 -156.61301943416
MP2 3.4 10.6 4.2 -156.88479823527
CCSD 3.4 10.6 4.2 -156.90331921259
HF 3.4 10.6 4.4 -156.61050702505
MP2 3.4 10.6 4.4 -156.88209037517
CCSD 3.4 10.6 4.4 -156.90066502073
HF 3.4 10.6 4.6 -156.60798948598
MP2 3.4 10.6 4.6 -156.87941618929
CCSD 3.4 10.6 4.6 -156.89804460040
HF 3.4 10.6 4.8 -156.60550432441
MP2 3.4 10.6 4.8 -156.87680624323
CCSD 3.4 10.6 4.8 -156.89549130752
HF 3.4 10.6 5.0 -156.60308691511
MP2 3.4 10.6 5.0 -156.87429074559
CCSD 3.4 10.6 5.0 -156.89303822135
HF 3.4 10.6 5.2 -156.60076426811
MP2 3.4 10.6 5.2 -156.87189296885
CCSD 3.4 10.6 5.2 -156.89071120667
HF 3.4 10.6 5.4 -156.59855366809
MP2 3.4 10.6 5.4 -156.86962757791
CCSD 3.4 10.6 5.4 -156.88852682712
HF 3.4 10.6 5.6 -156.59646422636
MP2 3.4 10.6 5.6 -156.86750188199
CCSD 3.4 10.6 5.6 -156.88649316993
HF 3.4 10.6 5.8 -156.59449952723
MP2 3.4 10.6 5.8 -156.86551818128
CCSD 3.4 10.6 5.8 -156.88461183978
HF 3.4 10.6 6.0 -156.59266016311
MP2 3.4 10.6 6.0 -156.86367599577
CCSD 3.4 10.6 6.0 -156.88288002058
HF 3.4 10.6 6.2 -156.59094553400
MP2 3.4 10.6 6.2 -156.86197355125
CCSD 3.4 10.6 6.2 -156.88129208421
HF 3.4 10.6 6.4 -156.58935472154
MP2 3.4 10.6 6.4 -156.86040835161
CCSD 3.4 10.6 6.4 -156.87984062877
HF 3.4 10.6 6.6 -156.58788653840
MP2 3.4 10.6 6.6 -156.85897699147
CCSD 3.4 10.6 6.6 -156.87851705908
HF 3.4 10.6 6.8 -156.58653903295
MP2 3.4 10.6 6.8 -156.85767456890
CCSD 3.4 10.6 6.8 -156.87731190717
HF 3.4 10.6 7.0 -156.58530880608
MP2 3.4 10.6 7.0 -156.85649413342
CCSD 3.4 10.6 7.0 -156.87621507184
HF 3.4 10.6 7.2 -156.58419048233
MP2 3.4 10.6 7.2 -156.85542653139
CCSD 3.4 10.6 7.2 -156.87521608358
HF 3.4 10.6 7.4 -156.58317657024
MP2 3.4 10.6 7.4 -156.85446080040
CCSD 3.4 10.6 7.4 -156.87430442116
HF 3.4 10.6 7.6 -156.58225777870
MP2 3.4 10.6 7.6 -156.85358499992
CCSD 3.4 10.6 7.6 -156.87346985161
HF 3.4 10.6 7.8 -156.58142368603
MP2 3.4 10.6 7.8 -156.85278718182
CCSD 3.4 10.6 7.8 -156.87270274331
HF 3.4 10.6 8.0 -156.58066355236
MP2 3.4 10.6 8.0 -156.85205619970
CCSD 3.4 10.6 8.0 -156.87199430885
HF 3.4 10.6 8.2 -156.57996706256
MP2 3.4 10.6 8.2 -156.85138219804
CCSD 3.4 10.6 8.2 -156.87133675442
HF 3.4 10.6 8.4 -156.57932486115
MP2 3.4 10.6 8.4 -156.85075678777
CCSD 3.4 10.6 8.4 -156.87072333496
HF 3.4 10.6 8.6 -156.57872883922
MP2 3.4 10.6 8.6 -156.85017300513
CCSD 3.4 10.6 8.6 -156.87014832951
HF 3.4 10.6 8.8 -156.57817220694
MP2 3.4 10.6 8.8 -156.84962515877
CCSD 3.4 10.6 8.8 -156.86960695989
HF 3.4 10.6 9.0 -156.57764941786
MP2 3.4 10.6 9.0 -156.84910863738
CCSD 3.4 10.6 9.0 -156.86909527619
HF 3.4 10.6 9.2 -156.57715601243
MP2 3.4 10.6 9.2 -156.84861971735
CCSD 3.4 10.6 9.2 -156.86861002975
HF 3.4 10.6 9.4 -156.57668843192
MP2 3.4 10.6 9.4 -156.84815538784
CCSD 3.4 10.6 9.4 -156.86814854796
HF 3.4 10.6 9.6 -156.57624383657
MP2 3.4 10.6 9.6 -156.84771320030
CCSD 3.4 10.6 9.6 -156.86770862105
HF 3.4 10.6 9.8 -156.57581994455
MP2 3.4 10.6 9.8 -156.84729114367
CCSD 3.4 10.6 9.8 -156.86728840474
HF 3.4 10.6 10.0 -156.57541489934
MP2 3.4 10.6 10.0 -156.84688754422
CCSD 3.4 10.6 10.0 -156.86688634080
HF 3.3 10.7 1.8 -159.17840506661
MP2 3.3 10.7 1.8 -159.45641442852
CCSD 3.3 10.7 1.8 -159.47452311896
HF 3.3 10.7 2.0 -159.19032409028
MP2 3.3 10.7 2.0 -159.46706619152
CCSD 3.3 10.7 2.0 -159.48483663460
HF 3.3 10.7 2.2 -159.19978260264
MP2 3.3 10.7 2.2 -159.47515153029
CCSD 3.3 10.7 2.2 -159.49267013077
HF 3.3 10.7 2.4 -159.20741493937
MP2 3.3 10.7 2.4 -159.48147104371
CCSD 3.3 10.7 2.4 -159.49884183792
HF 3.3 10.7 2.6 -159.21215582178
MP2 3.3 10.7 2.6 -159.48503054620
CCSD 3.3 10.7 2.6 -159.50233726449
HF 3.3 10.7 2.8 -159.21337490952
MP2 3.3 10.7 2.8 -159.48521168743
CCSD 3.3 10.7 2.8 -159.50251701853
HF 3.3 10.7 3.0 -159.21201102840
MP2 3.3 10.7 3.0 -159.48295648176
CCSD 3.3 10.7 3.0 -159.50030576204
HF 3.3 10.7 3.2 -159.20934895123
MP2 3.3 10.7 3.2 -159.47955004385
CCSD 3.3 10.7 3.2 -159.49697374021
HF 3.3 10.7 3.4 -159.20621674554
MP2 3.3 10.7 3.4 -159.47581178917
CCSD 3.3 10.7 3.4 -159.49332742387
HF 3.3 10.7 3.6 -159.20296997726
MP2 3.3 10.7 3.6 -159.47208084705
CCSD 3.3 10.7 3.6 -159.48969482186
HF 3.3 10.7 3.8 -159.19969692191
MP2 3.3 10.7 3.8 -159.46842603415
CCSD 3.3 10.7 3.8 -159.48613550715
HF 3.3 10.7 4.0 -159.19638759368
MP2 3.3 10.7 4.0 -159.46481863405
CCSD 3.3 10.7 4.0 -159.48261337891
HF 3.3 10.7 4.2 -159.19302623968
MP2 3.3 10.7 4.2 -159.46122667569
CCSD 3.3 10.7 4.2 -159.47909084250
HF 3.3 10.7 4.4 -159.18962342875
MP2 3.3 10.7 4.4 -159.45764739363
CCSD 3.3 10.7 4.4 -159.47556124847
HF 3.3 10.7 4.6 -159.18621368110
MP2 3.3 10.7 4.6 -159.45410457415
CCSD 3.3 10.7 4.6 -159.47204636664
HF 3.3 10.7 4.8 -159.18284108166
MP2 3.3 10.7 4.8 -159.45063374919
CCSD 3.3 10.7 4.8 -159.46858176472
HF 3.3 10.7 5.0 -159.17954625878
MP2 3.3 10.7 5.0 -159.44726882524
CCSD 3.3 10.7 5.0 -159.46520352235
HF 3.3 10.7 5.2 -159.17635944568
MP2 3.3 10.7 5.2 -159.44403486404
CCSD 3.3 10.7 5.2 -159.46194088740
HF 3.3 10.7 5.4 -159.17329920510
MP2 3.3 10.7 5.4 -159.44094655032
CCSD 3.3 10.7 5.4 -159.45881438633
HF 3.3 10.7 5.6 -159.17037462231
MP2 3.3 10.7 5.6 -159.43801013387
CCSD 3.3 10.7 5.6 -159.45583721856
HF 3.3 10.7 5.8 -159.16758883584
MP2 3.3 10.7 5.8 -159.43522672763
CCSD 3.3 10.7 5.8 -159.45301787621
HF 3.3 10.7 6.0 -159.16494244511
MP2 3.3 10.7 6.0 -159.43259551152
CCSD 3.3 10.7 6.0 -159.45036257965
HF 3.3 10.7 6.2 -159.16243601111
MP2 3.3 10.7 6.2 -159.43011605686
CCSD 3.3 10.7 6.2 -159.44787676970
HF 3.3 10.7 6.4 -159.16007137072
MP2 3.3 10.7 6.4 -159.42778948502
CCSD 3.3 10.7 6.4 -159.44556542141
HF 3.3 10.7 6.6 -159.15785181357
MP2 3.3 10.7 6.6 -159.42561850770
CCSD 3.3 10.7 6.6 -159.44343234587
HF 3.3 10.7 6.8 -159.15578136789
MP2 3.3 10.7 6.8 -159.42360660327
CCSD 3.3 10.7 6.8 -159.44147892442
HF 3.3 10.7 7.0 -159.15386355392
MP2 3.3 10.7 7.0 -159.42175670485
CCSD 3.3 10.7 7.0 -159.43970284842
HF 3.3 10.7 7.2 -159.15210001273
MP2 3.3 10.7 7.2 -159.42006982340
CCSD 3.3 10.7 7.2 -159.43809738366
HF 3.3 10.7 7.4 -159.15048939726
MP2 3.3 10.7 7.4 -159.41854399559
CCSD 3.3 10.7 7.4 -159.43665145294
HF 3.3 10.7 7.6 -159.14902681007
MP2 3.3 10.7 7.6 -159.41717382124
CCSD 3.3 10.7 7.6 -159.43535051679
HF 3.3 10.7 7.8 -159.14770389772
MP2 3.3 10.7 7.8 -159.41595066095
CCSD 3.3 10.7 7.8 -159.43417796822
HF 3.3 10.7 8.4 -159.14336027008
MP2 3.3 10.7 8.4 -159.41079424780
CCSD 3.3 10.7 8.4 -159.43126902706
HF 3.3 10.7 8.6 -159.14255938834
MP2 3.3 10.7 8.6 -159.41001051062
CCSD 3.3 10.7 8.6 -159.43045008562
HF 3.3 10.7 8.8 -159.14179995114
MP2 3.3 10.7 8.8 -159.40927021834
CCSD 3.3 10.7 8.8 -159.42968780193
HF 3.3 10.7 9.0 -159.14108224443
MP2 3.3 10.7 9.0 -159.40856798174
CCSD 3.3 10.7 9.0 -159.42897365978
HF 3.3 10.7 9.2 -159.14040356490
MP2 3.3 10.7 9.2 -159.40790085864
CCSD 3.3 10.7 9.2 -159.42830087554
HF 3.3 10.7 9.4 -159.13976045524
MP2 3.3 10.7 9.4 -159.40726615307
CCSD 3.3 10.7 9.4 -159.42766410533
HF 3.3 10.7 9.6 -159.13914951358
MP2 3.3 10.7 9.6 -159.40666129805
CCSD 3.3 10.7 9.6 -159.42705914482
HF 3.3 10.7 9.8 -159.13856768534
MP2 3.3 10.7 9.8 -159.40608392487
CCSD 3.3 10.7 9.8 -159.42648266498
HF 3.3 10.7 10.0 -159.13801233329
MP2 3.3 10.7 10.0 -159.40553190460
CCSD 3.3 10.7 10.0 -159.42593199591
HF 3.2 10.8 1.8 -161.82757801862
MP2 3.2 10.8 1.8 -162.10227416471
CCSD 3.2 10.8 1.8 -162.11983157585
HF 3.2 10.8 2.2 -161.84783440629
MP2 3.2 10.8 2.2 -162.11999322548
CCSD 3.2 10.8 2.2 -162.13677941748
HF 3.2 10.8 2.4 -161.85505655519
MP2 3.2 10.8 2.4 -162.12589733496
CCSD 3.2 10.8 2.4 -162.14245586459
HF 3.2 10.8 2.6 -161.85938157171
MP2 3.2 10.8 2.6 -162.12902516383
CCSD 3.2 10.8 2.6 -162.14544894351
HF 3.2 10.8 2.8 -161.86006088926
MP2 3.2 10.8 2.8 -162.12865016878
CCSD 3.2 10.8 2.8 -162.14501557449
HF 3.2 10.8 3.0 -161.85803911590
MP2 3.2 10.8 3.0 -162.12572773590
CCSD 3.2 10.8 3.0 -162.14210014599
HF 3.2 10.8 3.2 -161.85465525023
MP2 3.2 10.8 3.2 -162.12160396403
CCSD 3.2 10.8 3.2 -162.13804003822
HF 3.2 10.8 3.4 -161.85077597723
MP2 3.2 10.8 3.4 -162.11714303152
CCSD 3.2 10.8 3.4 -162.13369092002
HF 3.2 10.8 3.6 -161.84677203162
MP2 3.2 10.8 3.6 -162.11270441148
CCSD 3.2 10.8 3.6 -162.12940330327
HF 3.2 10.8 3.8 -161.84273383886
MP2 3.2 10.8 3.8 -162.10836322253
CCSD 3.2 10.8 3.8 -162.12524312261
HF 3.2 10.8 4.0 -161.83865015353
MP2 3.2 10.8 4.0 -162.10409286064
CCSD 3.2 10.8 4.0 -162.12117486862
HF 3.2 10.8 4.2 -161.83450590251
MP2 3.2 10.8 4.2 -162.09986491463
CCSD 3.2 10.8 4.2 -162.11716202333
HF 3.2 10.8 4.4 -161.83031582574
MP2 3.2 10.8 4.4 -162.09568338097
CCSD 3.2 10.8 4.4 -162.11320199272
HF 3.2 10.8 4.6 -161.82612117769
MP2 3.2 10.8 4.6 -162.09158121988
CCSD 3.2 10.8 4.6 -162.10932374653
HF 3.2 10.8 4.8 -161.82197343494
MP2 3.2 10.8 4.8 -162.08760379916
CCSD 3.2 10.8 4.8 -162.10557255761
HF 3.2 10.8 5.0 -161.81791957613
MP2 3.2 10.8 5.0 -162.08379404254
CCSD 3.2 10.8 5.0 -162.10199624060
HF 3.2 10.8 5.2 -161.81399424937
MP2 3.2 10.8 5.2 -162.08018457690
CCSD 3.2 10.8 5.2 -162.09863771211
HF 3.2 10.8 5.4 -161.81021847138
MP2 3.2 10.8 5.4 -162.07679640237
CCSD 3.2 10.8 5.4 -162.09553297340
HF 3.2 10.8 5.6 -161.80660239999
MP2 3.2 10.8 5.6 -162.07364152567
CCSD 3.2 10.8 5.6 -162.09271155106
HF 3.2 10.8 5.8 -161.80314969557
MP2 3.2 10.8 5.8 -162.07072700763
CCSD 3.2 10.8 5.8 -162.09019650783
HF 3.2 10.8 6.0 -161.79986171588
MP2 3.2 10.8 6.0 -162.06805862084
CCSD 3.2 10.8 6.0 -162.08800239920
HF 3.2 10.8 6.2 -161.79674057855
MP2 3.2 10.8 6.2 -162.06564311047
CCSD 3.2 10.8 6.2 -162.08613164327
HF 3.2 10.8 6.4 -161.79379072370
MP2 3.2 10.8 6.4 -162.06348868355
CCSD 3.2 10.8 6.4 -162.08457177652
HF 3.2 10.8 6.6 -161.79101899984
MP2 3.2 10.8 6.6 -162.06160382555
CCSD 3.2 10.8 6.6 -162.08329619833
HF 3.2 10.8 6.8 -161.78843354598
MP2 3.2 10.8 6.8 -162.05999492479
CCSD 3.2 10.8 6.8 -162.08226868495
HF 3.2 10.8 7.0 -161.78604191395
MP2 3.2 10.8 7.0 -162.05866349210
CCSD 3.2 10.8 7.0 -162.08144943079
HF 3.2 10.8 7.2 -161.78384899149
MP2 3.2 10.8 7.2 -162.05760391335
CCSD 3.2 10.8 7.2 -162.08080005684
HF 3.2 10.8 7.4 -161.78185530050
MP2 3.2 10.8 7.4 -162.05680253213
CCSD 3.2 10.8 7.4 -162.08028648653
HF 3.2 10.8 7.6 -161.78005611050
MP2 3.2 10.8 7.6 -162.05623839609
CCSD 3.2 10.8 7.6 -162.07987996905
HF 3.2 10.8 7.8 -161.77844153766
MP2 3.2 10.8 7.8 -162.05588538779
CCSD 3.2 10.8 7.8 -162.07955699884
HF 3.2 10.8 8.0 -161.77699749428
MP2 3.2 10.8 8.0 -162.05571501292
CCSD 3.2 10.8 8.0 -162.07929874666
HF 3.2 10.8 8.2 -161.77570713961
MP2 3.2 10.8 8.2 -162.05569904423
CCSD 3.2 10.8 8.2 -162.07909034836
HF 3.2 10.8 8.4 -161.77455243186
MP2 3.2 10.8 8.4 -162.05581147929
CCSD 3.2 10.8 8.4 -162.07892020709
HF 3.2 10.8 8.6 -161.77351547170
MP2 3.2 10.8 8.6 -162.05602964202
CCSD 3.2 10.8 8.6 -162.07877936582
HF 3.2 10.8 8.8 -161.77257947821
MP2 3.2 10.8 8.8 -162.05633454300
CCSD 3.2 10.8 8.8 -162.07866096704
HF 3.2 10.8 9.0 -161.77172937314
MP2 3.2 10.8 9.0 -162.05671073694
CCSD 3.2 10.8 9.0 -162.07855980021
HF 3.2 10.8 9.2 -161.77095203488
MP2 3.2 10.8 9.2 -162.05714591072
CCSD 3.2 10.8 9.2 -162.07847193035
HF 3.2 10.8 9.4 -161.77023631379
MP2 3.2 10.8 9.4 -162.05763037507
CCSD 3.2 10.8 9.4 -162.07839439940
HF 3.2 10.8 9.6 -161.76957290016
MP2 3.2 10.8 9.6 -162.05815656195
CCSD 3.2 10.8 9.6 -162.07832498982
HF 3.2 10.8 9.8 -161.76895411611
MP2 3.2 10.8 9.8 -162.05871857787
CCSD 3.2 10.8 9.8 -162.07826204063
HF 3.2 10.8 10.0 -161.76837368097
MP2 3.2 10.8 10.0 -162.05931182948
CCSD 3.2 10.8 10.0 -162.07820430609
HF 3.1 10.9 1.8 -164.53781382486
MP2 3.1 10.9 1.8 -164.78293195805
CCSD 3.1 10.9 1.8 -164.79986315890
HF 3.1 10.9 2.0 -164.54835976555
MP2 3.1 10.9 2.0 -164.79225066306
CCSD 3.1 10.9 2.0 -164.80872625632
HF 3.1 10.9 2.2 -164.55668294675
MP2 3.1 10.9 2.2 -164.79918472880
CCSD 3.1 10.9 2.2 -164.81526866857
HF 3.1 10.9 2.4 -164.56348970027
MP2 3.1 10.9 2.4 -164.80458780753
CCSD 3.1 10.9 2.4 -164.82038754146
HF 3.1 10.9 2.6 -164.56745686544
MP2 3.1 10.9 2.6 -164.80724565808
CCSD 3.1 10.9 2.6 -164.82285652920
HF 3.1 10.9 2.8 -164.56770032447
MP2 3.1 10.9 2.8 -164.80633446610
CCSD 3.1 10.9 2.8 -164.82184070957
HF 3.1 10.9 3.0 -164.56516070964
MP2 3.1 10.9 3.0 -164.80282504520
CCSD 3.1 10.9 3.0 -164.81830831056
HF 3.1 10.9 3.2 -164.56122583931
MP2 3.1 10.9 3.2 -164.79811793049
CCSD 3.1 10.9 3.2 -164.81366415856
HF 3.1 10.9 3.4 -164.55679636603
MP2 3.1 10.9 3.4 -164.79311459933
CCSD 3.1 10.9 3.4 -164.80881804802
HF 3.1 10.9 3.6 -164.55225360934
MP2 3.1 10.9 3.6 -164.78819018001
CCSD 3.1 10.9 3.6 -164.80415522539
HF 3.1 10.9 3.8 -164.54768598036
MP2 3.1 10.9 3.8 -164.78342425825
CCSD 3.1 10.9 3.8 -164.79976585423
HF 3.1 10.9 4.0 -164.54307748964
MP2 3.1 10.9 4.0 -164.77879216352
CCSD 3.1 10.9 4.0 -164.79563508687
HF 3.1 10.9 4.2 -164.53841092757
MP2 3.1 10.9 4.2 -164.77426923011
CCSD 3.1 10.9 4.2 -164.79174564132
HF 3.1 10.9 4.4 -164.53370288971
MP2 3.1 10.9 4.4 -164.76986581389
CCSD 3.1 10.9 4.4 -164.78811070791
HF 3.1 10.9 4.6 -164.52899937112
MP2 3.1 10.9 4.6 -164.76562256440
CCSD 3.1 10.9 4.6 -164.78476708582
HF 3.1 10.9 4.8 -164.52435746874
MP2 3.1 10.9 4.8 -164.76159205763
CCSD 3.1 10.9 4.8 -164.78175509584
HF 3.1 10.9 5.0 -164.51982895828
MP2 3.1 10.9 5.0 -164.75782272215
CCSD 3.1 10.9 5.0 -164.77910163089
HF 3.1 10.9 5.2 -164.51545160483
MP2 3.1 10.9 5.2 -164.75435073399
CCSD 3.1 10.9 5.2 -164.77681236510
HF 3.1 10.9 5.4 -164.51124783167
MP2 3.1 10.9 5.4 -164.75119915973
CCSD 3.1 10.9 5.4 -164.77487241352
HF 3.1 10.9 5.6 -164.50722797210
MP2 3.1 10.9 5.6 -164.74838126657
CCSD 3.1 10.9 5.6 -164.77325193152
HF 3.1 10.9 5.8 -164.50339526499
MP2 3.1 10.9 5.8 -164.74590498988
CCSD 3.1 10.9 5.8 -164.77191305745
HF 3.1 10.9 6.0 -164.49975059432
MP2 3.1 10.9 6.0 -164.74377652251
CCSD 3.1 10.9 6.0 -164.77081583745
HF 3.1 10.9 6.2 -164.49629588986
MP2 3.1 10.9 6.2 -164.74200201833
CCSD 3.1 10.9 6.2 -164.76992219806
HF 3.1 10.9 6.4 -164.49303580574
MP2 3.1 10.9 6.4 -164.74058719995
CCSD 3.1 10.9 6.4 -164.76919802500
HF 3.1 10.9 6.6 -164.48997773259
MP2 3.1 10.9 6.6 -164.73953524049
CCSD 3.1 10.9 6.6 -164.76861385216
HF 3.1 10.9 6.8 -164.48713047599
MP2 3.1 10.9 6.8 -164.73884372332
CCSD 3.1 10.9 6.8 -164.76814472684
HF 3.1 10.9 7.0 -164.48450211980
MP2 3.1 10.9 7.0 -164.73850176874
CCSD 3.1 10.9 7.0 -164.76776970040
HF 3.1 10.9 7.2 -164.48209770907
MP2 3.1 10.9 7.2 -164.73848843109
CCSD 3.1 10.9 7.2 -164.76747122984
HF 3.1 10.9 7.4 -164.47991738610
MP2 3.1 10.9 7.4 -164.73877309774
CCSD 3.1 10.9 7.4 -164.76723463526
HF 3.1 10.9 7.6 -164.47795545003
MP2 3.1 10.9 7.6 -164.73931791349
CCSD 3.1 10.9 7.6 -164.76704765936
HF 3.1 10.9 7.8 -164.47620050524
MP2 3.1 10.9 7.8 -164.74008151745
CCSD 3.1 10.9 7.8 -164.76690012188
HF 3.1 10.9 8.0 -164.47463653286
MP2 3.1 10.9 8.0 -164.74102298937
CCSD 3.1 10.9 8.0 -164.76678364084
HF 3.1 10.9 8.2 -164.47324449755
MP2 3.1 10.9 8.2 -164.74210502763
CCSD 3.1 10.9 8.2 -164.76669139366
HF 3.1 10.9 8.4 -164.47200405510
MP2 3.1 10.9 8.4 -164.74329585869
CCSD 3.1 10.9 8.4 -164.76661790004
HF 3.1 10.9 8.6 -164.47089502914
MP2 3.1 10.9 8.6 -164.74456988841
CCSD 3.1 10.9 8.6 -164.76655881888
HF 3.1 10.9 8.8 -164.46989848743
MP2 3.1 10.9 8.8 -164.74590742242
CCSD 3.1 10.9 8.8 -164.76651075857
HF 3.0 11.0 1.8 -167.30864787743
MP2 3.0 11.0 1.8 -167.55181774462
CCSD 3.0 11.0 1.8 -167.56844492562
HF 3.0 11.0 2.0 -167.31827980645
MP2 3.0 11.0 2.0 -167.56025745751
CCSD 3.0 11.0 2.0 -167.57634293873
HF 3.0 11.0 2.2 -167.32595565995
MP2 3.0 11.0 2.2 -167.56660373894
CCSD 3.0 11.0 2.2 -167.58227171525
HF 3.0 11.0 2.4 -167.33239846799
MP2 3.0 11.0 2.4 -167.57169492606
CCSD 3.0 11.0 2.4 -167.58706726223
HF 3.0 11.0 2.6 -167.33612933874
MP2 3.0 11.0 2.6 -167.57415732706
CCSD 3.0 11.0 2.6 -167.58933120922
HF 3.0 11.0 2.8 -167.33611080177
MP2 3.0 11.0 2.8 -167.57301704611
CCSD 3.0 11.0 2.8 -167.58807687943
HF 3.0 11.0 3.0 -167.33326892987
MP2 3.0 11.0 3.0 -167.56923672006
CCSD 3.0 11.0 3.0 -167.58426937685
HF 3.0 11.0 3.2 -167.32903350693
MP2 3.0 11.0 3.2 -167.56426599002
CCSD 3.0 11.0 3.2 -167.57937257616
HF 3.0 11.0 3.4 -167.32433243238
MP2 3.0 11.0 3.4 -167.55904034793
CCSD 3.0 11.0 3.4 -167.57434398589
HF 3.0 11.0 3.6 -167.31955052525
MP2 3.0 11.0 3.6 -167.55394450636
CCSD 3.0 11.0 3.6 -167.56959445724
HF 3.0 11.0 3.8 -167.31476727063
MP2 3.0 11.0 3.8 -167.54905442954
CCSD 3.0 11.0 3.8 -167.56522621205
HF 3.0 11.0 4.0 -167.30995556610
MP2 3.0 11.0 4.0 -167.54433877420
CCSD 3.0 11.0 4.0 -167.56122896715
HF 3.0 11.0 4.2 -167.30509032195
MP2 3.0 11.0 4.2 -167.53976843747
CCSD 3.0 11.0 4.2 -167.55758294860
HF 3.0 11.0 4.4 -167.30018487988
MP2 3.0 11.0 4.4 -167.53535280831
CCSD 3.0 11.0 4.4 -167.55428925435
HF 3.0 11.0 4.6 -167.29528559857
MP2 3.0 11.0 4.6 -167.53113396508
CCSD 3.0 11.0 4.6 -167.55136155466
HF 3.0 11.0 4.8 -167.29045173449
MP2 3.0 11.0 4.8 -167.52716663861
CCSD 3.0 11.0 4.8 -167.54880855485
HF 3.0 11.0 5.0 -167.28573746144
MP2 3.0 11.0 5.0 -167.52350096333
CCSD 3.0 11.0 5.0 -167.54662326144
HF 3.0 11.0 5.2 -167.28118231552
MP2 3.0 11.0 5.2 -167.52017399171
CCSD 3.0 11.0 5.2 -167.54478205674
HF 3.0 11.0 5.4 -167.27680963944
MP2 3.0 11.0 5.4 -167.51720901229
CCSD 3.0 11.0 5.4 -167.54324975765
HF 3.0 11.0 5.6 -167.27262999994
MP2 3.0 11.0 5.6 -167.51461919658
CCSD 3.0 11.0 5.6 -167.54198604879
HF 3.0 11.0 5.8 -167.26864649121
MP2 3.0 11.0 5.8 -167.51241227928
CCSD 3.0 11.0 5.8 -167.54095063290
HF 3.0 11.0 6.0 -167.26485976411
MP2 3.0 11.0 6.0 -167.51059412597
CCSD 3.0 11.0 6.0 -167.54010638296
HF 3.0 11.0 6.2 -167.26127162841
MP2 3.0 11.0 6.2 -167.50917020224
CCSD 3.0 11.0 6.2 -167.53942078694
HF 3.0 11.0 6.4 -167.25788682528
MP2 3.0 11.0 6.4 -167.50814482236
CCSD 3.0 11.0 6.4 -167.53886624256
HF 3.0 11.0 6.6 -167.25471303874
MP2 3.0 11.0 6.6 -167.50751866236
CCSD 3.0 11.0 6.6 -167.53841970198
HF 3.0 11.0 6.8 -167.25175950026
MP2 3.0 11.0 6.8 -167.50728546376
CCSD 3.0 11.0 6.8 -167.53806203001
HF 3.0 11.0 7.0 -167.24903473541
MP2 3.0 11.0 7.0 -167.50742912386
CCSD 3.0 11.0 7.0 -167.53777731147
HF 3.0 11.0 7.2 -167.24654411891
MP2 3.0 11.0 7.2 -167.50792233651
CCSD 3.0 11.0 7.2 -167.53755223774
HF 3.0 11.0 7.4 -167.24428790363
MP2 3.0 11.0 7.4 -167.50872749433
CCSD 3.0 11.0 7.4 -167.53737562388
HF 3.0 11.0 7.6 -167.24226021614
MP2 3.0 11.0 7.6 -167.50979976940
CCSD 3.0 11.0 7.6 -167.53723805483
HF 3.0 11.0 7.8 -167.24044919562
MP2 3.0 11.0 7.8 -167.51109149777
CCSD 3.0 11.0 7.8 -167.53713163152
HF 3.0 11.0 8.0 -167.23883810386
MP2 3.0 11.0 8.0 -167.51255661453
CCSD 3.0 11.0 8.0 -167.53704978074
HF 3.0 11.0 8.2 -167.23740700326
MP2 3.0 11.0 8.2 -167.51415407747
CCSD 3.0 11.0 8.2 -167.53698709825
HF 3.0 11.0 8.4 -167.23613454700
MP2 3.0 11.0 8.4 -167.51584977993
CCSD 3.0 11.0 8.4 -167.53693920514
HF 3.0 11.0 8.6 -167.23499953356
MP2 3.0 11.0 8.6 -167.51761702806
CCSD 3.0 11.0 8.6 -167.53690260904
HF 3.0 11.0 8.8 -167.23398204482
MP2 3.0 11.0 8.8 -167.51943599391
